"97.10 Code GBA-deelnemer","97.11 Omschrijving","97.12 Aanduiding aangesloten op het GBA-netwerk","99.98 Datum ingang","99.99 Datum einde"
"254602","Min. van SZW via DUO/Personenregister kinderopvang","1","20180221","",""
"254701","Ministerie van Financiën/Rijksvastgoed en Ontwikkelingsbedrijf (RVOB)","0","20100601","",""
"254801","Waterschap Brabantse Delta/Beheertaken","0","20181201","",""
"254802","Waterschap Brabantse Delta (Sawa)","0","20150201","",""
"254901","Waterschap Hollandse Delta/Beheertaken","0","20181201","",""
"254902","Waterschap Hollandse Delta (SaWa)","0","20150101","",""
"255001","MvI&M/Rijkswaterstaat/verontreiningsheffing rijkswateren","1","20061201","",""
"255002","MvI&M/Rijkswaterstaat/Vergunning en Handhaving (SaWa)","0","20150201","",""
"255201","Gemeenschappelijke regeling Tribuut belastingsamenwerking","1","20151101","",""
"255301","Waterschap Fryslân/Beheertaken","0","20181201","",""
"255401","Gemeenschappelijke regeling Meerinzicht belastingsamenwerking","1","20161201","",""
"255501","Waterschap Limburg/Beheertaken","0","20181201","",""
"255502","Waterschap Limburg via Centraal aansluitpunt Min. van IenM","0","20170301","",""
"255601","Waterschap Drents Overijsselse Delta/Beheertaken","0","20181201","",""
"255701","Waterschap Aa en Maas/Beheertaken","0","20181201","",""
"255702","Waterschap Aa en Maas via Centraal aansluitpunt Min. van IenM","0","20171101","",""
"255801","Waterschap Vechtstromen/Beheertaken","0","20181201","",""
"255901","Belastingkantoor SWW-gemeenten/Gemeentelijke belastingen","1","20180601","",""
"256001","Gemeente Ouder-Amstel via Belastingkantoor Amstelland/Gemeentelijke belastingen","1","20180701","",""
"256101","Gemeente De Ronde Venen via Belastingkantoor Amstelland/Gem. belastingen","1","20180701","",""
"256201","Gemeente Aalsmeer via Belastingkantoor Amstelland/Gemeentelijke belastingen","1","20180701","",""
"256301","Gemeente Amstelveen via Belastingkantoor Amstelland/Gemeentelijke belastingen","1","20180701","",""
"256401","Gemeente Uithoorn via Belastingkantoor Amstelland/Gemeentelijke belastingen","1","20180701","",""
"256501","Gemeente Diemen via Belastingkantoor Amstelland/Gemeentelijke belastingen","1","20180701","",""
"256601","Waterschap De Dommel/Waterschapsbelastingen (1)","1","20181201","",""
"256602","Waterschap De Dommel via Centraal aansluitpunt Min. van IenW","0","20180901","",""
"256603","Waterschap De Dommel/Waterschapsbelastingen (2)","1","20181201","",""
"256604","Waterschap De Dommel/Beheertaken","0","20181201","",""
"300001","Bureau Vestigingsregister","1","19941001","20071201",""
"300002","PIVA-GBA Koppeling (PGK)","1","20150101","",""
"300003","Afnemer Registratie Niet-Ingezetenen (RNI)","0","20140106","",""
"300010","Beheervoorziening BSN (nummerregister)","1","20030601","",""
"300012","Bureau Vestigingsregister/PIVA-GBA (pilot)","0","20120401","20121001",""
"300020","Verstrekkingsvoorziening gemeenten (1)","1","20170701","",""
"300021","Verstrekkingsvoorziening gemeenten (2)","1","20170701","",""
"300022","Verstrekkingsvoorziening gemeenten (3)","1","20170701","",""
"300023","Verstrekkingsvoorziening gemeenten (4)","1","20170701","",""
"300024","Stichting Vaarbewijs- en Marifoonexamens (VAMEX)","0","20091101","",""
"300025","Verstrekkingsvoorziening afnemers (1)","1","20170701","",""
"300026","Verstrekkingsvoorziening afnemers (2)","1","20170701","",""
"300027","Verstrekkingsvoorziening RNI","1","20170701","",""
"300028","Verstrekkingsvoorziening - Daft (Data Analyzing Fingerprint Tool)","1","20161008","",""
"300030","Beheervoorziening BSN (presentievraag)","1","20071126","20130101",""
"300031","Veolia Transport Limburg","0","20091201","20170101",""
"300032","Terugmeldvoorziening","1","20161008","20190701",""
"300101","Kanselarij der Nederlandse Orden","1","19940901","",""
"300102","Kanselarij der Nederlandse Orden (selectie)","0","20120501","20120901",""
"300201","MvVWS/BIG (Beroepen in de Individuele Gezondheidszorg)-register","1","20150101","",""
"300202","MvVWS/BIG-register (selectie)","0","20120601","20120901",""
"300301","Voedsel en Waren Autoriteit","0","20020601","",""
"300401","Stichting Ambulante FIOM","0","20020301","",""
"300501","Hoge Raad van Adel","1","20040901","",""
"300601","Min. van BZK/Diversiteitsbeleid","0","20180301","",""
"300701","MvVWS/Klantenloket","0","20090101","20130101",""
"300801","MvVWS/IGZ Opsporing","0","20090701","",""
"300802","MvVWS/IGZ Toezicht","0","20090701","",""
"300901","MvBZK/Registratie Niet-Ingezetenen (RNI) (selectie)","0","20090901","20120901",""
"301101","Het Nederlandse Rode Kruis/Opsporing","0","20131201","",""
"301201","MvVWS/UZI (Unieke Zorgverlener Identificatie)-register","0","20150101","",""
"390001","Agentschap BPR/Register Paspoortsignaleringen (RPS) (selectie)","0","20120801","20150101",""
"400101","CBS1: Structuurtelling (selectie)","0","19941001","",""
"400102","CBS2: Verhuizing","1","19941001","20120716",""
"400103","CBS3: Geboorte & Afstamming (kind)","1","19941001","20120716",""
"400104","CBS4: Geboorte & Afstamming (ouder)","1","19941001","20120716",""
"400105","CBS5: Overlijden","1","19941001","20120716",""
"400106","CBS6: Huwelijk/geregistreerd partnerschap","1","19941001","20120716",""
"400107","CBS7: Nationaliteit","1","19941001","20120716",""
"400108","CBS8: Ad hoc","1","19941001","20120601",""
"400109","CBS9: Sofinummer","1","20050601","20120716",""
"400110","CBS10: PROBAS","1","20100601","20130601",""
"400112","CBS2: Vestiging en Verhuizing","1","20160101","",""
"400113","CBS3: Geboorte & Afstamming (kind)","1","20120401","",""
"400114","CBS4: Geboorte & Afstamming (ouder)","1","20120401","",""
"400115","CBS5: Overlijden","1","20120401","",""
"400116","CBS6: Huwelijk/geregistreerd partnerschap","1","20120401","",""
"400117","CBS7: Nationaliteit","1","20120401","",""
"400118","CBS8: Ad hoc","1","20120101","",""
"400119","CBS9: A-nummer/Burgerservicenummer","1","20130301","",""
"400120","CBS11: Toerismestatistieken Caribisch Nederland (BES)","0","20150201","",""
"400121","Centraal Bureau voor de Statistiek (CBS)/Pilot voor selectie-invoerbestand","0","20170201","20190801",""
"400201","Centraal Bureau voor Genealogie (CBG)","1","20171201","",""
"400301","Meertens Instituut/Voornamen-onderzoek","0","20180401","",""
"400401","Provincie Utrecht","0","20091201","",""
"400501","Provincie Noord-Holland","0","20100101","",""
"400601","Provincie Noord-Brabant","0","20100101","",""
"400701","Provincie Gelderland","0","20100201","",""
"400801","Provincie Flevoland","0","20100201","",""
"400901","Provincie Zeeland","0","20100301","",""
"401001","Provincie Zuid-Holland","0","20100301","",""
"401101","Provincie Overijssel","0","20100401","",""
"401102","Provincie Overijssel (2)","0","20180201","",""
"401201","Provincie Limburg","0","20110101","",""
"401301","Provincie Drenthe","0","20110701","",""
"401401","Provincie Groningen","0","20110701","",""
"401501","Provincie Fryslân","0","20141201","",""
"410001","Regionale Sociale Dienst Pentasz Mergelland","1","20040601","20161001",""
"410002","Regionale Sociale Dienst Pentasz Mergelland (Suwinet)","0","20160501","20160901",""
"410101","Dienst Sociale Zaken en Werkgelegenheid Noardwest-Fryslân","1","20040601","",""
"410102","Samenwerkingsverband Noardwest-Fryslân via Suwinet/Werk en inkomen","0","20170501","",""
"410201","Samenwerkingsverband Avres/Sociale voorzieningen","1","20161201","",""
"410202","Samenwerkingsverband Avres via Suwinet/Werk en inkomen","0","20161201","",""
"410301","Intergemeentelijke Sociale Dienst Voorne-Putten/Rozenburg","1","20041201","20120301",""
"410401","Uitvoeringsorganisatie Baanbrekers","1","20130901","",""
"410402","Samenwerkingsverband Baanbrekers via Suwinet/Werk en inkomen","0","20170501","",""
"410501","Intergemeentelijke Sociale Dienst Zuidwest-Fryslân","1","20050901","20110301",""
"410601","Intergemeentelijke Sociale Dienst OptimISD","1","20050901","20170201",""
"410602","Intergemeentelijke Sociale Dienst OptimISD (Suwinet)","0","20160501","20170101",""
"410701","Gemeenschappelijke regeling Werk en Inkomen Hoeksche Waard","1","20160401","20190201",""
"410702","Sociale Werkvoorziening Werk en Inkomen Hoeksche Waard","1","20160401","20190201",""
"410703","Samenwerkingsverband Hoeksche Waard via Suwinet/Werk en inkomen","0","20170501","20190101",""
"410801","Intergemeentelijke Sociale Dienst Oldambt","1","20050901","20100601",""
"410901","Intergemeentelijke Sociale Dienst Noordenkwartier","1","20050901","20190201",""
"410902","Samenwerkingsverband Noordenkwartier via Suwinet/Werk en inkomen","0","20170501","20190101",""
"411001","Samenwerkingsverband Werkplein Drentsche Aa/Sociale voorzieningen","1","20170401","",""
"411002","Samenwerkingsverband Werkplein Drentsche Aa via Suwinet/Werk en inkomen","0","20170401","",""
"411003","Samenwerkingsverband Werkplein Drentsche Aa/Sociale werkvoorziening","1","20190501","",""
"411101","Intergemeentelijke Sociale Dienst Kompas","1","20061201","",""
"411102","Samenwerkingsverband Kompas via Suwinet/Werk en inkomen","0","20170501","",""
"411201","Gemeenschappelijke regeling Orionis Walcheren","1","20130601","",""
"411202","Samenwerkingsverband Orionis Walcheren via Suwinet/Werk en inkomen","0","20170501","",""
"411301","Samenwerkingsverband Werkplein Fivelingo/Sociale voorzieningen","1","20171001","",""
"411302","Samenwerkingsverband Werkplein Fivelingo via Suwinet/Werk en inkomen","0","20171001","",""
"411401","Intergemeentelijke Sociale Dienst De Rijnstreek","1","20061201","20120601",""
"411501","Regionale Sociale Dienst Bommelerwaard","1","20070601","20160301",""
"411601","Intergemeentelijke Sociale Dienst Drechtsteden","1","20070301","",""
"411602","Samenwerkingsverband Drechtsteden via Suwinet/Werk en inkomen","0","20170501","",""
"411701","Intergemeentelijke Sociale Dienst Kop van Noord-Holland","1","20070901","20151001",""
"411801","Intergemeentelijke Sociale Dienst Brunssum, Onderbanken en Landgraaf (BOL)","1","20071201","",""
"411802","Samenwerkingsverband Brunssum Onderbanken Landgraaf via Suwinet/Werk en inkomen","0","20170501","",""
"411901","Intergemeentelijke Sociale Dienst Steenwijkerland en Westerveld","1","20081201","",""
"411902","Samenwerkingsverband Steenwijkerland en Westerveld via Suwinet/Werk en inkomen","0","20170501","",""
"412001","Regionale Sociale Dienst Kromme Rijn Heuvelrug","1","20090901","",""
"412002","Samenwerkingsverband Kromme Rijn Heuvelrug via Suwinet/Werk en inkomen","0","20170501","",""
"412101","Intergemeentelijke Sociale Dienst Bollenstreek","1","20090901","",""
"412102","Samenwerkingsverband Bollenstreek via Suwinet/Werk en inkomen","0","20170501","",""
"412201","Regionale Sociale Dienst Aalsmeer-Uithoorn","1","20100901","20110301",""
"412301","Samenwerkingsverband de Kempen/Sociale voorzieningen","1","20190401","",""
"412302","Samenwerkingsverband de Kempen via Suwinet/Werk en inkomen","0","20190201","",""
"412401","Samenwerkingsverband Stark/Sociale werkvoorziening","1","20190501","",""
"412501","Gemeenschappelijke regeling K5-gemeenten","1","20100901","20150601",""
"412601","Gemeentelijke sociale diensten via Suwinet/Werk en inkomen","0","20170501","",""
"412701","Sociale Dienst Veluwerand","1","20101201","20180401",""
"412702","Samenwerkingsverband Veluwerand via Suwinet/Werk en inkomen","0","20170501","20180301",""
"412801","Atlant Groep","1","20110301","",""
"412901","Werkvoorzieningsschap West Noord-Brabant (WVS-Groep)","1","20110301","",""
"413201","Werkvoorzieningsschap Zaanstreek-Waterland (Baanstede)","1","20151001","20190401",""
"413301","Sociale Werkvoorziening WerkSaam Westfriesland","1","20150401","",""
"413401","Diamant-groep","1","20110901","",""
"413501","Werkvoorzieningsschap Noord-Kennemerland (WNK Bedrijven)","1","20110901","",""
"413601","Sociaal Werkvoorzieningsbedrijf IJmond Werkt","1","20141001","",""
"413701","Gemeenschappelijke regeling Werkvoorzieningschap Fryslân-West","1","20111201","",""
"413801","Werkvoorzieningschap De Dommel (WSD)","1","20111201","",""
"413901","Werkvoorzieningschap Breed","1","20120716","20161201",""
"414001","Gemeenschappelijke regeling Sociaal Werkvoorzieningsbedrijf Midden-Twente","1","20120716","",""
"414201","Gemeenschappelijke regeling Sociale Werkvoorziening Fryslân","1","20120901","",""
"414301","Regionale Sociale Dienst Werk & Inkomen Lekstroom","1","20130601","",""
"414302","Samenwerkingsverband Lekstroom via Suwinet/Werk en inkomen","0","20170501","",""
"414401","Werkvoorzieningschap Tomingroep","1","20140101","",""
"414501","Werkvoorzieningschap Noordoost-Brabant","1","20140101","",""
"414601","Gemeenschappelijke regeling Alescon","1","20140201","20190601",""
"414701","Regionale Sociale Dienst WerkSaam Westfriesland","1","20150101","",""
"414702","Samenwerkingsverband West-Friesland via Suwinet/Werk en inkomen","0","20170501","",""
"414801","Intergemeentelijke Sociale Dienst Werkplein Hart van West-Brabant","1","20150801","",""
"414802","Samenwerkingsverband Hart van West-Brabant via Suwinet/Werk en inkomen","0","20170501","",""
"414901","Gemeenschappelijke regeling Werkzaak Rivierenland","1","20151101","",""
"414902","Gemeenschappelijke regeling Sociale Werkvoorziening Werkzaak Rivierenland","1","20151101","",""
"414903","Samenwerkingsverband Rivierenland via Suwinet/Werk en inkomen","0","20170501","",""
"415001","Gemeenschappelijke regeling Uitvoeringsorganisatie Laborijn","1","20160201","",""
"415002","Sociale Werkvoorziening Uitvoeringsorganisatie Laborijn","1","20160201","",""
"415003","Samenwerkingsverband Laborijn via Suwinet/Werk en inkomen","0","20170501","",""
"415101","Gemeenschappelijke regeling De Bevelanden","1","20160401","",""
"415102","Samenwerkingsverband De Bevelanden via Suwinet/Werk en inkomen","0","20170501","",""
"415201","Gemeenschappelijke regeling Ferm Werk","1","20160501","",""
"415202","Sociale Werkvoorziening Ferm Werk","1","20160501","",""
"415203","Samenwerkingsverband Ferm Werk via Suwinet/Werk en inkomen","0","20170501","",""
"430001","Samenwerkingsverband Regio Gooi en Vechtstreek/Opsporingstaken","0","20180401","",""
"450001","Dienst Omroepbijdragen","1","19950501","20000601",""
"450002","Dienst Omroepbijdragen (2)","1","19991201","20000601",""
"450101","Kamers van Koophandel en Fabrieken","1","19960201","",""
"450102","Kamers van Koophandel en Fabrieken (selectie)","0","20120601","20120901",""
"450201","Min. van BZK/Logius/Inzage gegevens Basisregistratie Personen via MijnOverheid","0","20190201","",""
"450301","eFormulieren/ICTU","0","20080901","20100201",""
"450401","DigiD Machtigen","0","20090301","",""
"450501","eFormulieren typo-3","0","20100101","",""
"450601","eFormulieren - Gemeente Hoorn","0","20100801","",""
"450801","eFormulieren - SIMgroep","0","20120401","20190701",""
"450901","MvBZK/BDF/Verkiezingen en referenda","0","20160201","20190201",""
"450902","Min. van BZK/Verkiezingen Europees Parlement","0","20190401","",""
"451001","Kiesraad","0","20140301","",""
"451002","Kiesraad (raadgevend referendum)","0","20150701","20181001",""
"451003","MvBZK/RvIG/Uitsluitingen kiesrecht","0","20160201","20160501",""
"451101","MvBZK/MijnOverheid/machtigen","0","20140901","",""
"451201","MvBZK/Logius/Pilot voor Remote Document Authentication (RDA)","0","20150901","20180601",""
"451301","MvBZK/BSN-Koppelregister","0","20151201","",""
"451401","LAA Raadpleging voor gemeenten","0","20151012","20151014",""
"451402","Min. van BZK/RvIG/Aanpak adreskwaliteit/Raadpleging voor gemeenten (op BSN)","0","20160815","",""
"451403","Min. van BZK/RvIG/Aanpak adreskwaliteit/Raadpleging voor gemeenten (op A-nummer)","0","20160815","",""
"451501","Min. van BZK/Logius/MijnOverheid Berichtenbox","1","20180801","",""
"451701","Gemeente 's-Gravenhage/Landelijke Taken/Kiezers buiten Nederland (1)","1","20170101","",""
"451702","Gemeente 's-Gravenhage/Landelijke Taken/Kiezers buiten Nederland (2)","1","20170101","",""
"451801","Sociaal en Cultureel Planbureau (SCP)","0","20180901","",""
"451901","Min. van BZK/RvIG/Elektronische identificatie voor elektr. transacties (eIDAS)","0","20181001","",""
"510001","Gemeente Rotterdam/Algemene gemeentetaken","1","20180701","",""
"510002","Gemeente Oostzaan/Algemene gemeentetaken","1","20180701","",""
"510003","Afnemer Rozenburg","1","19971101","20100318",""
"510004","Gemeente Tilburg/Algemene gemeentetaken","1","20180701","",""
"510005","Gemeente Almelo/Algemene gemeentetaken","1","20180801","",""
"510006","Afnemer Bergh","1","19971101","20050301",""
"510007","Gemeente Beuningen/Algemene gemeentetaken","1","20180801","",""
"510008","Gemeente Diemen/Algemene gemeentetaken","1","20180701","",""
"510009","Afnemer Dirksland","1","19971101","20130201",""
"510010","Gemeente Enkhuizen/Algemene gemeentetaken","1","20180701","",""
"510011","Afnemer Goedereede","1","19971101","20130201",""
"510012","Afnemer Gorssel","1","19971101","20050101",""
"510013","Gemeente Berg en Dal/Algemene gemeentetaken","1","20180801","",""
"510014","Gemeente Groningen/Algemene gemeentetaken","1","20180801","",""
"510015","Gemeente Hattem/Algemene gemeentetaken","1","20180801","",""
"510016","Gemeente Vijfheerenlanden/Algemene gemeentetaken","1","20190101","",""
"510017","Gemeente Leeuwarden/Algemene gemeentetaken","1","20180701","",""
"510018","Gemeente Best/Algemene gemeentetaken","1","20180801","",""
"510019","Gemeente Delft/Algemene gemeentetaken","1","20180701","",""
"510020","Gemeente Utrechtse Heuvelrug/Algemene gemeentetaken","1","20180801","",""
"510021","Gemeente Druten/Algemene gemeentetaken","1","20180801","",""
"510022","Gemeente Elburg/Algemene gemeentetaken","1","20180801","",""
"510023","Gemeente Rijswijk/Algemene gemeentetaken","1","20180701","",""
"510024","Gemeente Grave/Algemene gemeentetaken","1","20180701","",""
"510025","Afnemer Harenkarspel","1","19971101","20130201",""
"510026","Gemeente Huizen/Algemene gemeentetaken","1","20180801","",""
"510027","Gemeente Dantumadiel/Algemene gemeentetaken","1","20180701","",""
"510028","Afnemer IJsselmuiden","1","19971101","20010101",""
"510029","Gemeente Losser/Algemene gemeentetaken","1","20180701","",""
"510030","Gemeente Langedijk/Algemene gemeentetaken","1","20180701","",""
"510031","Gemeente Woensdrecht/Algemene gemeentetaken","1","20180701","",""
"510032","Afnemer Niedorp","1","20040601","20120101",""
"510033","Gemeente Woerden/Algemene gemeentetaken","1","20180701","",""
"510034","Gemeente Voerendaal/Algemene gemeentetaken","1","20180701","",""
"510035","Gemeente Sliedrecht/Algemene gemeentetaken","1","20180701","",""
"510036","Gemeente Westerwolde/Algemene gemeentetaken","1","20180701","",""
"510037","Gemeente Vlissingen/Algemene gemeentetaken","1","20180701","",""
"510038","Gemeente Wierden/Algemene gemeentetaken","1","20180801","",""
"510039","Gemeente Zandvoort/Algemene gemeentetaken","1","20180701","",""
"510040","Afnemer Zijpe","1","19971101","20130201",""
"510041","Gemeente Ameland/Algemene gemeentetaken","1","20180701","",""
"510042","Gemeente Apeldoorn/Algemene gemeentetaken","1","20180701","",""
"510043","Gemeente Terneuzen/Algemene gemeentetaken","1","20180701","",""
"510044","Gemeente Bergen op Zoom/Algemene gemeentetaken","1","20180701","",""
"510045","Afnemer Bernisse","1","19980201","20150201",""
"510046","Gemeente Bloemendaal/Algemene gemeentetaken","1","20180801","",""
"510047","Gemeente Borsele/Algemene gemeentetaken","1","20180801","",""
"510048","Gemeente 's-Gravenhage/Algemene gemeentetaken","1","20180701","",""
"510049","Gemeente Montferland/Algemene gemeentetaken","1","20180801","",""
"510050","Gemeente Epe/Algemene gemeentetaken","1","20180701","",""
"510051","Gemeente Gennep/Algemene gemeentetaken","1","20180701","",""
"510052","Gemeente Haarlem/Algemene gemeentetaken","1","20180701","",""
"510053","Gemeente Haarlemmermeer/Algemene gemeentetaken","1","20180701","",""
"510054","Gemeente Alkmaar/Algemene gemeentetaken","1","20180701","",""
"510055","Gemeente Vught/Algemene gemeentetaken","1","20180701","",""
"510056","Gemeente Leiderdorp/Algemene gemeentetaken","1","20180701","",""
"510057","Gemeente Buren/Algemene gemeentetaken","1","20180801","",""
"510058","Gemeente Noordwijk/Algemene gemeentetaken","1","20180801","",""
"510059","Gemeente Nunspeet/Algemene gemeentetaken","1","20180801","",""
"510060","Gemeente Oegstgeest/Algemene gemeentetaken","1","20180701","",""
"510061","Gemeente Hilvarenbeek/Algemene gemeentetaken","1","20180701","",""
"510062","Afnemer Reeuwijk","1","19980201","20110101",""
"510063","Gemeente Reusel-De Mierden/Algemene gemeentetaken","1","20180801","",""
"510064","Afnemer Sevenum","1","19980201","20100101",""
"510065","Afnemer Slochteren","1","19980201","20180201",""
"510066","Gemeente Smallingerland/Algemene gemeentetaken","1","20180701","",""
"510067","Gemeente Staphorst/Algemene gemeentetaken","1","20180801","",""
"510068","Gemeente Oisterwijk/Algemene gemeentetaken","1","20180701","",""
"510069","Afnemer Ubbergen","1","19980201","20150201",""
"510070","Gemeente Vaals/Algemene gemeentetaken","1","20180801","",""
"510071","Gemeente Vianen/Algemene gemeentetaken","1","20180801","20190201",""
"510072","Gemeente Weert/Algemene gemeentetaken","1","20180801","",""
"510073","Gemeente Valkenswaard/Algemene gemeentetaken","1","20180701","",""
"510074","Gemeente Meppel/Algemene gemeentetaken","1","20180701","",""
"510075","Gemeente Zwolle/Algemene gemeentetaken","1","20180801","",""
"510076","Afnemer Alkmaar","1","19980501","20020301",""
"510077","Gemeente Geldrop-Mierlo/Algemene gemeentetaken","1","20180701","",""
"510078","Gemeente Beverwijk/Algemene gemeentetaken","1","20180701","",""
"510079","Gemeente Bladel/Algemene gemeentetaken","1","20180801","",""
"510080","Gemeente Veldhoven/Algemene gemeentetaken","1","20180701","",""
"510081","Gemeente Twenterand/Algemene gemeentetaken","1","20180801","",""
"510082","Gemeente Deventer/Algemene gemeentetaken","1","20180801","",""
"510083","Afnemer Graafstroom","1","19980501","20130201",""
"510084","Gemeente Wijdemeren/Algemene gemeentetaken","1","20180801","",""
"510085","Afnemer Grubbenvorst","1","19980501","20010101",""
"510086","Gemeente Oude IJsselstreek/Algemene gemeentetaken","1","20180701","",""
"510087","Gemeente Heeze-Leende/Algemene gemeentetaken","1","20180801","",""
"510088","Afnemer Hummelo en Keppel","1","19980501","20050101",""
"510089","Gemeente Laren/Algemene gemeentetaken","1","20180801","",""
"510090","Gemeente Lisse/Algemene gemeentetaken","1","20180801","",""
"510091","Afnemer Loenen","1","19980501","20110101",""
"510092","Gemeente Noordenveld/Algemene gemeentetaken","1","20180701","",""
"510093","Gemeente Noordwijkerhout/Algemene gemeentetaken","1","20180801","20190201",""
"510094","Gemeente Pekela/Algemene gemeentetaken","1","20180701","",""
"510095","Gemeente Rheden/Algemene gemeentetaken","1","20180801","",""
"510096","Afnemer Schiermonnikoog","1","19991201","20071201",""
"510097","Gemeente Drimmelen/Algemene gemeentetaken","1","20180701","",""
"510098","Gemeente Krimpenerwaard/Algemene gemeentetaken","1","20180701","",""
"510099","Gemeente Venray/Algemene gemeentetaken","1","20180801","",""
"510100","Afnemer Abcoude","1","19980501","19980502",""
"510101","Afnemer Ambt Delden","1","19980501","20010101",""
"510102","Afnemer Amerongen","1","19981101","20060101",""
"510103","Gemeente Lansingerland/Algemene gemeentetaken","1","20180701","",""
"510104","Gemeente Hoeksche Waard/Algemene gemeentetaken","1","20190101","",""
"510105","Gemeente Dalfsen/Algemene gemeentetaken","1","20180801","",""
"510106","Afnemer Gramsbergen","1","19980501","20010101",""
"510107","Afnemer Heteren","1","19980501","20010101",""
"510108","Gemeente Baarn/Algemene gemeentetaken","1","20180701","",""
"510109","Gemeente Lochem/Algemene gemeentetaken","1","20180801","",""
"510110","Gemeente Dongen/Algemene gemeentetaken","1","20180701","",""
"510111","Afnemer Nieuw-Lekkerland","1","19980501","20060901",""
"510112","Gemeente Berkelland/Algemene gemeentetaken","1","20180701","",""
"510113","Gemeente Someren/Algemene gemeentetaken","1","20180801","",""
"510114","Afnemer Weerselo","1","19980501","20010101",""
"510115","Gemeente Blaricum/Algemene gemeentetaken","1","20180801","",""
"510116","Gemeente Borger-Odoorn/Algemene gemeentetaken","1","20180801","",""
"510117","Gemeente Eemnes/Algemene gemeentetaken","1","20180801","",""
"510118","Afnemer Hoevelaken","1","19980801","20000101",""
"510119","Afnemer Leersum","1","19980501","20060101",""
"510120","Gemeente Oost Gelre/Algemene gemeentetaken","1","20180701","",""
"510121","Afnemer Nederlek","1","19980501","20150201",""
"510122","Gemeente Tubbergen/Algemene gemeentetaken","1","20180701","",""
"510123","Gemeente Zaanstad/Algemene gemeentetaken","1","20180701","",""
"510124","Gemeente Kaag en Braassem/Algemene gemeentetaken","1","20180701","",""
"510125","Afnemer Angerlo","1","19980801","20050301",""
"510126","Gemeente Laarbeek/Algemene gemeentetaken","1","20180701","",""
"510127","Afnemer Brederwiede","1","19980801","20010101",""
"510128","Afnemer Bussum","1","20020301","20160201",""
"510129","Afnemer Dodewaard","1","19980801","20020101",""
"510130","Gemeente Molenlanden/Algemene gemeentetaken","1","20190101","",""
"510131","Gemeente Goes/Algemene gemeentetaken","1","20180701","",""
"510132","Gemeente Grootegast/Algemene gemeentetaken","1","20180801","20190201",""
"510133","Gemeente Hengelo (O)/Algemene gemeentetaken","1","20180701","",""
"510134","Gemeente Neder-Betuwe/Algemene gemeentetaken","1","20180801","",""
"510135","Gemeente Krimpen aan den IJssel/Algemene gemeentetaken","1","20180701","",""
"510136","Gemeente Lingewaal/Algemene gemeentetaken","1","20180801","20190201",""
"510137","Gemeente Meerssen/Algemene gemeentetaken","1","20180801","",""
"510138","Gemeente Nuenen, Gerwen en Nederwetten/Algemene gemeentetaken","1","20180801","",""
"510139","Gemeente Pijnacker-Nootdorp/Algemene gemeentetaken","1","20180701","",""
"510140","Gemeente Putten/Algemene gemeentetaken","1","20180801","",""
"510141","Gemeente Rijssen-Holten/Algemene gemeentetaken","1","20180801","",""
"510142","Gemeente Soest/Algemene gemeentetaken","1","20180701","",""
"510143","Gemeente Urk/Algemene gemeentetaken","1","20180801","",""
"510144","Gemeente Wassenaar/Algemene gemeentetaken","1","20180801","",""
"510145","Afnemer Wognum","1","19981101","20070101",""
"510146","Gemeente Zuidhorn/Algemene gemeentetaken","1","20180801","20190201",""
"510147","Gemeente Ommen/Algemene gemeentetaken","1","20180701","",""
"510148","Gemeente Boxmeer/Algemene gemeentetaken","1","20180701","",""
"510149","Gemeente Breda/Algemene gemeentetaken","1","20180801","",""
"510150","Gemeente Brielle/Algemene gemeentetaken","1","20180701","",""
"510151","Gemeente De Wolden/Algemene gemeentetaken","1","20180801","",""
"510152","Gemeente Eijsden-Margraten/Algemene gemeentetaken","1","20180801","",""
"510153","Gemeente Heemskerk/Algemene gemeentetaken","1","20180801","",""
"510154","Gemeente Heemstede/Algemene gemeentetaken","1","20180701","",""
"510155","Gemeente Hoorn/Algemene gemeentetaken","1","20180701","",""
"510156","Gemeente Kerkrade/Algemene gemeentetaken","1","20180801","",""
"510157","Afnemer Liemeer","1","19981101","20070101",""
"510158","Afnemer Liesveld","1","19990301","20130201",""
"510159","Afnemer Maasdonk","1","19981101","20150201",""
"510160","Gemeente Maasdriel/Algemene gemeentetaken","1","20180801","",""
"510161","Afnemer Margraten","1","19981101","20110101",""
"510162","Afnemer Markelo","1","19981101","20010101",""
"510163","Gemeente Medemblik/Algemene gemeentetaken","1","20180801","",""
"510164","Gemeente Moerdijk/Algemene gemeentetaken","1","20180801","",""
"510165","Gemeente Stichtse Vecht/Algemene gemeentetaken","1","20180701","",""
"510166","Gemeente Nieuwkoop/Algemene gemeentetaken","1","20180801","",""
"510167","Afnemer Noorder-Koggenland","1","19981101","20070101",""
"510168","Gemeente Cranendonck/Algemene gemeentetaken","1","20180701","",""
"510169","Gemeente Noordoostpolder/Algemene gemeentetaken","1","20180701","",""
"510170","Gemeente Bunschoten/Algemene gemeentetaken","1","20180701","",""
"510171","Gemeente Midden-Drenthe/Algemene gemeentetaken","1","20180701","",""
"510172","Gemeente Vlaardingen/Algemene gemeentetaken","1","20180701","",""
"510173","Gemeente Koggenland/Algemene gemeentetaken","1","20180801","",""
"510174","Afnemer Abcoude","1","19980501","20110101",""
"510175","Gemeente Albrandswaard/Algemene gemeentetaken","1","20180701","",""
"510176","Gemeente Amersfoort/Algemene gemeentetaken","1","20180701","",""
